name,title,level,facing,categories,description,detail,remediation,metadata,cache_key
rls_disabled_in_public,RLS Disabled in Public,ERROR,EXTERNAL,"[""SECURITY""]",Detects cases where row level security (RLS) has not been enabled on tables in schemas exposed to PostgREST,"Table \`public.notes\` is public, but RLS has not been enabled.",https://supabase.com/docs/guides/database/database-linter?lint=0013_rls_disabled_in_public,"{""name"":""notes"",""type"":""table"",""schema"":""public""}",rls_disabled_in_public_public_notes
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.organizations\` has a row level security policy \`organizations_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""organizations"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_organizations_organizations_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.user_organizations\` has a row level security policy \`user_organizations_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""user_organizations"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_user_organizations_user_organizations_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.clients\` has a row level security policy \`clients_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""clients"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_clients_clients_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.jobs\` has a row level security policy \`jobs_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""jobs"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_jobs_jobs_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.candidates\` has a row level security policy \`candidates_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""candidates"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_candidates_candidates_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.job_candidate\` has a row level security policy \`job_candidate_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""job_candidate"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_job_candidate_job_candidate_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.candidate_notes\` has a row level security policy \`candidate_notes_access_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""candidate_notes"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_candidate_notes_candidate_notes_access_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.clients\` has a row level security policy \`clients_write_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""clients"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_clients_clients_write_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.jobs\` has a row level security policy \`jobs_write_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""jobs"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_jobs_jobs_write_policy
rls_references_user_metadata,RLS references user metadata,ERROR,EXTERNAL,"[""SECURITY""]",Detects when Supabase Auth user_metadata is referenced insecurely in a row level security (RLS) policy.,Table \`public.candidates\` has a row level security policy \`candidates_write_policy\` that references Supabase Auth \`user_metadata\`. \`user_metadata\` is editable by end users and should never be used in a security context.,https://supabase.com/docs/guides/database/database-linter?lint=0015_rls_references_user_metadata,"{""name"":""candidates"",""type"":""table"",""schema"":""public""}",rls_references_user_metadata_public_candidates_candidates_write_policy
